prod_inchi,prod_mults,reac_inchi,reac_mults
"InChI=1S/C5H11.H2/c1-4-5(2)3;/h4H2,1-3H3;1H",2_1,"InChI=1S/C5H12.H/c1-4-5(2)3;/h5H,4H2,1-3H3;",1_2
"InChI=1S/C5H11.H2O/c1-4-5(2)3;/h4H2,1-3H3;1H2",2_1,"InChI=1S/C5H12.HO/c1-4-5(2)3;/h5H,4H2,1-3H3;1H",1_2
"InChI=1S/C5H11.H2O2/c1-4-5(2)3;1-2/h4H2,1-3H3;1-2H",2_1,"InChI=1S/C5H12.HO2/c1-4-5(2)3;1-2/h5H,4H2,1-3H3;1H",1_2
"InChI=1S/C5H11.CH4/c1-4-5(2)3;/h4H2,1-3H3;1H4",2_1,"InChI=1S/C5H12.CH3/c1-4-5(2)3;/h5H,4H2,1-3H3;1H3",1_2
"InChI=1S/C5H11.CH4O/c1-4-5(2)3;1-2/h4H2,1-3H3;2H,1H3",2_1,"InChI=1S/C5H12.CH3O/c1-4-5(2)3;1-2/h5H,4H2,1-3H3;1H3",1_2
"InChI=1S/C5H11.CH4O2/c1-4-5(2)3;1-3-2/h4H2,1-3H3;2H,1H3",2_1,"InChI=1S/C5H12.CH3O2/c1-4-5(2)3;1-3-2/h5H,4H2,1-3H3;1H3",1_2
"InChI=1S/C5H11.C2H6/c1-4-5(2)3;1-2/h4H2,1-3H3;1-2H3",2_1,"InChI=1S/C5H12.C2H5/c1-4-5(2)3;1-2/h5H,4H2,1-3H3;1H2,2H3",1_2
"InChI=1S/C5H11.C2H4/c1-4-5(2)3;1-2/h4H2,1-3H3;1-2H2",2_1,"InChI=1S/C5H12.C2H3/c1-4-5(2)3;1-2/h5H,4H2,1-3H3;1H,2H2",1_2
"InChI=1S/C5H11.CH2O3/c1-4-5(2)3;2-1-4-3/h4H2,1-3H3;1,3H",2_1,"InChI=1S/C5H12.CHO3/c1-4-5(2)3;2-1-4-3/h5H,4H2,1-3H3;1H",1_2
"InChI=1S/C5H12.C5H11/c2*1-4-5(2)3/h5H,4H2,1-3H3;4H2,1-3H3",1_2,"InChI=1S/C5H12.C5H11/c2*1-4-5(2)3/h5H,4H2,1-3H3;5H,2,4H2,1,3H3",1_2
"InChI=1S/C5H11/c1-4-5(2)3/h5H,2,4H2,1,3H3",2,"InChI=1S/C3H6.C2H5/c1-3-2;1-2/h3H,1H2,2H3;1H2,2H3",1_2
"InChI=1S/C5H11/c1-4-5(2)3/h5H,2,4H2,1,3H3",2,"InChI=1S/C4H8.CH3/c1-3-4-2;/h3H,1,4H2,2H3;1H3",1_2
"InChI=1S/C5H11/c1-4-5(2)3/h5H,2,4H2,1,3H3",2,"InChI=1S/C5H10.H/c1-4-5(2)3;/h2,4H2,1,3H3;",1_2
"InChI=1S/C5H11/c1-4-5(2)3/h4H2,1-3H3",2,"InChI=1S/C4H8.CH3/c1-4(2)3;/h1H2,2-3H3;1H3",1_2
"InChI=1S/C5H11/c1-4-5(2)3/h4H2,1-3H3",2,"InChI=1S/C5H10.H/c1-4-5(2)3;/h2,4H2,1,3H3;",1_2
"InChI=1S/C5H11/c1-4-5(2)3/h4H2,1-3H3",2,"InChI=1S/C5H10.H/c1-4-5(2)3;/h4H,1-3H3;",1_2
"InChI=1S/C5H11/c1-4-5(2)3/h4-5H,1-3H3",2,"InChI=1S/C4H8.CH3/c1-3-4-2;/h3-4H,1-2H3;1H3",1_2
"InChI=1S/C5H11/c1-4-5(2)3/h4-5H,1-3H3",2,"InChI=1S/C5H10.H/c1-4-5(2)3;/h4H,1-3H3;",1_2
"InChI=1S/C5H11/c1-4-5(2)3/h4-5H,1-3H3",2,"InChI=1S/C5H10.H/c1-4-5(2)3;/h4-5H,1H2,2-3H3;",1_2
"InChI=1S/C5H11/c1-4-5(2)3/h5H,1,4H2,2-3H3",2,"InChI=1S/C3H7.C2H4/c1-3-2;1-2/h3H,1-2H3;1-2H2",2_1
"InChI=1S/C5H11/c1-4-5(2)3/h5H,1,4H2,2-3H3",2,"InChI=1S/C5H10.H/c1-4-5(2)3;/h4-5H,1H2,2-3H3;",1_2
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h2,4H2,1,3H3;1H",1_2,"InChI=1S/C5H11.O2/c1-4-5(2)3;1-2/h5H,2,4H2,1,3H3;",2_3
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h2,4H2,1,3H3;1H",1_2,"InChI=1S/C5H11.O2/c1-4-5(2)3;1-2/h4H2,1-3H3;",2_3
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h4H,1-3H3;1H",1_2,"InChI=1S/C5H11.O2/c1-4-5(2)3;1-2/h4H2,1-3H3;",2_3
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h4H,1-3H3;1H",1_2,"InChI=1S/C5H11.O2/c1-4-5(2)3;1-2/h4-5H,1-3H3;",2_3
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h4-5H,1H2,2-3H3;1H",1_2,"InChI=1S/C5H11.O2/c1-4-5(2)3;1-2/h4-5H,1-3H3;",2_3
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h4-5H,1H2,2-3H3;1H",1_2,"InChI=1S/C5H11.O2/c1-4-5(2)3;1-2/h5H,1,4H2,2-3H3;",2_3
"InChI=1S/C5H11/c1-4-5(2)3/h5H,1,4H2,2-3H3",2,"InChI=1S/C5H11/c1-4-5(2)3/h5H,2,4H2,1,3H3",2
"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5H,3-4H2,1-2H3",2,"InChI=1S/C5H11.O2/c1-4-5(2)3;1-2/h5H,2,4H2,1,3H3;",2_3
"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4H2,1-3H3",2,"InChI=1S/C5H11.O2/c1-4-5(2)3;1-2/h4H2,1-3H3;",2_3
"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-5H,1-3H3",2,"InChI=1S/C5H11.O2/c1-4-5(2)3;1-2/h4-5H,1-3H3;",2_3
"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5H,3-4H2,1-2H3",2,"InChI=1S/C5H11.O2/c1-4-5(2)3;1-2/h5H,1,4H2,2-3H3;",2_3
"InChI=1S/C5H11O.HO/c1-3-5(2)4-6;/h5H,3-4H2,1-2H3;1H",2_2,"InChI=1S/C5H11.HO2/c1-4-5(2)3;1-2/h5H,2,4H2,1,3H3;1H",2_2
"InChI=1S/C5H11O.HO/c1-4-5(2,3)6;/h4H2,1-3H3;1H",2_2,"InChI=1S/C5H11.HO2/c1-4-5(2)3;1-2/h4H2,1-3H3;1H",2_2
"InChI=1S/C5H11O.HO/c1-4(2)5(3)6;/h4-5H,1-3H3;1H",2_2,"InChI=1S/C5H11.HO2/c1-4-5(2)3;1-2/h4-5H,1-3H3;1H",2_2
"InChI=1S/C5H11O.HO/c1-5(2)3-4-6;/h5H,3-4H2,1-2H3;1H",2_2,"InChI=1S/C5H11.HO2/c1-4-5(2)3;1-2/h5H,1,4H2,2-3H3;1H",2_2
"InChI=1S/C5H11O.CH3O/c1-3-5(2)4-6;1-2/h5H,3-4H2,1-2H3;1H3",2_2,"InChI=1S/C5H11.CH3O2/c1-4-5(2)3;1-3-2/h5H,2,4H2,1,3H3;1H3",2_2
"InChI=1S/C5H11O.CH3O/c1-4-5(2,3)6;1-2/h4H2,1-3H3;1H3",2_2,"InChI=1S/C5H11.CH3O2/c1-4-5(2)3;1-3-2/h4H2,1-3H3;1H3",2_2
"InChI=1S/C5H11O.CH3O/c1-4(2)5(3)6;1-2/h4-5H,1-3H3;1H3",2_2,"InChI=1S/C5H11.CH3O2/c1-4-5(2)3;1-3-2/h4-5H,1-3H3;1H3",2_2
"InChI=1S/C5H11O.CH3O/c1-5(2)3-4-6;1-2/h5H,3-4H2,1-2H3;1H3",2_2,"InChI=1S/C5H11.CH3O2/c1-4-5(2)3;1-3-2/h5H,1,4H2,2-3H3;1H3",2_2
"InChI=1S/2C5H11O/c2*1-3-5(2)4-6/h2*5H,3-4H2,1-2H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-3-5(2)4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;5H,2,4H2,1,3H3",2_2
"InChI=1S/2C5H11O/c1-4-5(2,3)6;1-3-5(2)4-6/h4H2,1-3H3;5H,3-4H2,1-2H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-4-5(2,3)7-6;1-4-5(2)3/h4H2,1-3H3;5H,2,4H2,1,3H3",2_2
"InChI=1S/2C5H11O/c1-4(2)5(3)6;1-3-5(2)4-6/h4-5H,1-3H3;5H,3-4H2,1-2H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-4(2)5(3)7-6;1-4-5(2)3/h4-5H,1-3H3;5H,2,4H2,1,3H3",2_2
"InChI=1S/2C5H11O/c1-5(2)3-4-6;1-3-5(2)4-6/h2*5H,3-4H2,1-2H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-5(2)3-4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;5H,2,4H2,1,3H3",2_2
"InChI=1S/2C5H11O/c1-4-5(2,3)6;1-3-5(2)4-6/h4H2,1-3H3;5H,3-4H2,1-2H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-3-5(2)4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;4H2,1-3H3",2_2
"InChI=1S/2C5H11O/c2*1-4-5(2,3)6/h2*4H2,1-3H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-4-5(2,3)7-6;1-4-5(2)3/h4H2,1-3H3;4H2,1-3H3",2_2
"InChI=1S/2C5H11O/c1-4-5(2,3)6;1-4(2)5(3)6/h4H2,1-3H3;4-5H,1-3H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-4(2)5(3)7-6;1-4-5(2)3/h4-5H,1-3H3;4H2,1-3H3",2_2
"InChI=1S/2C5H11O/c1-5(2)3-4-6;1-4-5(2,3)6/h5H,3-4H2,1-2H3;4H2,1-3H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-5(2)3-4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;4H2,1-3H3",2_2
"InChI=1S/2C5H11O/c1-4(2)5(3)6;1-3-5(2)4-6/h4-5H,1-3H3;5H,3-4H2,1-2H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-3-5(2)4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;4-5H,1-3H3",2_2
"InChI=1S/2C5H11O/c1-4-5(2,3)6;1-4(2)5(3)6/h4H2,1-3H3;4-5H,1-3H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-4-5(2,3)7-6;1-4-5(2)3/h4H2,1-3H3;4-5H,1-3H3",2_2
"InChI=1S/2C5H11O/c2*1-4(2)5(3)6/h2*4-5H,1-3H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-4(2)5(3)7-6;1-4-5(2)3/h4-5H,1-3H3;4-5H,1-3H3",2_2
"InChI=1S/2C5H11O/c1-5(2)3-4-6;1-4(2)5(3)6/h5H,3-4H2,1-2H3;4-5H,1-3H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-5(2)3-4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;4-5H,1-3H3",2_2
"InChI=1S/2C5H11O/c1-5(2)3-4-6;1-3-5(2)4-6/h2*5H,3-4H2,1-2H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-3-5(2)4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;5H,1,4H2,2-3H3",2_2
"InChI=1S/2C5H11O/c1-5(2)3-4-6;1-4-5(2,3)6/h5H,3-4H2,1-2H3;4H2,1-3H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-4-5(2,3)7-6;1-4-5(2)3/h4H2,1-3H3;5H,1,4H2,2-3H3",2_2
"InChI=1S/2C5H11O/c1-5(2)3-4-6;1-4(2)5(3)6/h5H,3-4H2,1-2H3;4-5H,1-3H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-4(2)5(3)7-6;1-4-5(2)3/h4-5H,1-3H3;5H,1,4H2,2-3H3",2_2
"InChI=1S/2C5H11O/c2*1-5(2)3-4-6/h2*5H,3-4H2,1-2H3",2_2,"InChI=1S/C5H11O2.C5H11/c1-5(2)3-4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;5H,1,4H2,2-3H3",2_2
"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5-6H,2-4H2,1H3",2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5H,3-4H2,1-2H3",2
"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h6H,3-4H2,1-2H3",2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5H,3-4H2,1-2H3",2
"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h3,5-6H,4H2,1-2H3",2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5H,3-4H2,1-2H3",2
"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5-6H,1,3-4H2,2H3",2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5H,3-4H2,1-2H3",2
"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h6H,2,4H2,1,3H3",2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4H2,1-3H3",2
"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4,6H,1-3H3",2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4H2,1-3H3",2
"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h6H,1,4H2,2-3H3",2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4H2,1-3H3",2
"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-6H,1H2,2-3H3",2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-5H,1-3H3",2
"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h5-6H,1-3H3",2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-5H,1-3H3",2
"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-6H,3H2,1-2H3",2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-5H,1-3H3",2
"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5-6H,1,3-4H2,2H3",2,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5H,3-4H2,1-2H3",2
"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h6H,3-4H2,1-2H3",2,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5H,3-4H2,1-2H3",2
"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h3,5-6H,4H2,1-2H3",2,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5H,3-4H2,1-2H3",2
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h2,4H2,1,3H3;1H",1_2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5H,3-4H2,1-2H3",2
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h2,4H2,1,3H3;1H",1_2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4H2,1-3H3",2
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h4H,1-3H3;1H",1_2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4H2,1-3H3",2
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h4H,1-3H3;1H",1_2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-5H,1-3H3",2
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h4-5H,1H2,2-3H3;1H",1_2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-5H,1-3H3",2
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h4-5H,1H2,2-3H3;1H",1_2,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5H,3-4H2,1-2H3",2
"InChI=1S/C5H12O2.O2/c1-3-5(2)4-7-6;1-2/h5-6H,3-4H2,1-2H3;",1_3,"InChI=1S/C5H11O2.HO2/c1-3-5(2)4-7-6;1-2/h5H,3-4H2,1-2H3;1H",2_2
"InChI=1S/C5H12O2.O2/c1-4-5(2,3)7-6;1-2/h6H,4H2,1-3H3;",1_3,"InChI=1S/C5H11O2.HO2/c1-4-5(2,3)7-6;1-2/h4H2,1-3H3;1H",2_2
"InChI=1S/C5H12O2.O2/c1-4(2)5(3)7-6;1-2/h4-6H,1-3H3;",1_3,"InChI=1S/C5H11O2.HO2/c1-4(2)5(3)7-6;1-2/h4-5H,1-3H3;1H",2_2
"InChI=1S/C5H12O2.O2/c1-5(2)3-4-7-6;1-2/h5-6H,3-4H2,1-2H3;",1_3,"InChI=1S/C5H11O2.HO2/c1-5(2)3-4-7-6;1-2/h5H,3-4H2,1-2H3;1H",2_2
"InChI=1S/C5H12O2.HO2/c1-3-5(2)4-7-6;1-2/h5-6H,3-4H2,1-2H3;1H",1_2,"InChI=1S/C5H11O2.H2O2/c1-3-5(2)4-7-6;1-2/h5H,3-4H2,1-2H3;1-2H",2_1
"InChI=1S/C5H12O2.HO2/c1-4-5(2,3)7-6;1-2/h6H,4H2,1-3H3;1H",1_2,"InChI=1S/C5H11O2.H2O2/c1-4-5(2,3)7-6;1-2/h4H2,1-3H3;1-2H",2_1
"InChI=1S/C5H12O2.HO2/c1-4(2)5(3)7-6;1-2/h4-6H,1-3H3;1H",1_2,"InChI=1S/C5H11O2.H2O2/c1-4(2)5(3)7-6;1-2/h4-5H,1-3H3;1-2H",2_1
"InChI=1S/C5H12O2.HO2/c1-5(2)3-4-7-6;1-2/h5-6H,3-4H2,1-2H3;1H",1_2,"InChI=1S/C5H11O2.H2O2/c1-5(2)3-4-7-6;1-2/h5H,3-4H2,1-2H3;1-2H",2_1
"InChI=1S/C5H12O2.C5H11/c1-3-5(2)4-7-6;1-4-5(2)3/h5-6H,3-4H2,1-2H3;5H,2,4H2,1,3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-3-5(2)4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-4-5(2,3)7-6;1-4-5(2)3/h6H,4H2,1-3H3;5H,2,4H2,1,3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-4-5(2,3)7-6;1-4-5(2)3/h4H2,1-3H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-4(2)5(3)7-6;1-4-5(2)3/h4-6H,1-3H3;5H,2,4H2,1,3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-4(2)5(3)7-6;1-4-5(2)3/h4-5H,1-3H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-5(2)3-4-7-6;1-4-5(2)3/h5-6H,3-4H2,1-2H3;5H,2,4H2,1,3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-5(2)3-4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-3-5(2)4-7-6;1-4-5(2)3/h5-6H,3-4H2,1-2H3;5H,1,4H2,2-3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-3-5(2)4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-4-5(2,3)7-6;1-4-5(2)3/h6H,4H2,1-3H3;5H,1,4H2,2-3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-4-5(2,3)7-6;1-4-5(2)3/h4H2,1-3H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-4(2)5(3)7-6;1-4-5(2)3/h4-6H,1-3H3;5H,1,4H2,2-3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-4(2)5(3)7-6;1-4-5(2)3/h4-5H,1-3H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-5(2)3-4-7-6;1-4-5(2)3/h5-6H,3-4H2,1-2H3;5H,1,4H2,2-3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-5(2)3-4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-3-5(2)4-7-6;1-4-5(2)3/h5-6H,3-4H2,1-2H3;4-5H,1-3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-3-5(2)4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-4-5(2,3)7-6;1-4-5(2)3/h6H,4H2,1-3H3;4-5H,1-3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-4-5(2,3)7-6;1-4-5(2)3/h4H2,1-3H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-4(2)5(3)7-6;1-4-5(2)3/h4-6H,1-3H3;4-5H,1-3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-4(2)5(3)7-6;1-4-5(2)3/h4-5H,1-3H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-5(2)3-4-7-6;1-4-5(2)3/h5-6H,3-4H2,1-2H3;4-5H,1-3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-5(2)3-4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-3-5(2)4-7-6;1-4-5(2)3/h5-6H,3-4H2,1-2H3;4H2,1-3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-3-5(2)4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-4-5(2,3)7-6;1-4-5(2)3/h6H,4H2,1-3H3;4H2,1-3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-4-5(2,3)7-6;1-4-5(2)3/h4H2,1-3H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-4(2)5(3)7-6;1-4-5(2)3/h4-6H,1-3H3;4H2,1-3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-4(2)5(3)7-6;1-4-5(2)3/h4-5H,1-3H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H12O2.C5H11/c1-5(2)3-4-7-6;1-4-5(2)3/h5-6H,3-4H2,1-2H3;4H2,1-3H3",1_2,"InChI=1S/C5H11O2.C5H12/c1-5(2)3-4-7-6;1-4-5(2)3/h5H,3-4H2,1-2H3;5H,4H2,1-3H3",2_1
"InChI=1S/C5H11O.HO/c1-3-5(2)4-6;/h5H,3-4H2,1-2H3;1H",2_2,"InChI=1S/C5H12O2/c1-3-5(2)4-7-6/h5-6H,3-4H2,1-2H3",1
"InChI=1S/C5H11O.HO/c1-4-5(2,3)6;/h4H2,1-3H3;1H",2_2,"InChI=1S/C5H12O2/c1-4-5(2,3)7-6/h6H,4H2,1-3H3",1
"InChI=1S/C5H11O.HO/c1-4(2)5(3)6;/h4-5H,1-3H3;1H",2_2,"InChI=1S/C5H12O2/c1-4(2)5(3)7-6/h4-6H,1-3H3",1
"InChI=1S/C5H11O.HO/c1-5(2)3-4-6;/h5H,3-4H2,1-2H3;1H",2_2,"InChI=1S/C5H12O2/c1-5(2)3-4-7-6/h5-6H,3-4H2,1-2H3",1
"InChI=1S/C5H11O/c1-3-5(2)4-6/h5H,3-4H2,1-2H3",2,"InChI=1S/C4H9.CH2O/c1-3-4-2;1-2/h3H,4H2,1-2H3;1H2",2_1
"InChI=1S/C5H11O/c1-4-5(2,3)6/h4H2,1-3H3",2,"InChI=1S/C3H6O.C2H5/c1-3(2)4;1-2/h1-2H3;1H2,2H3",1_2
"InChI=1S/C5H11O/c1-4(2)5(3)6/h4-5H,1-3H3",2,"InChI=1S/C3H7.C2H4O/c1-3-2;1-2-3/h3H,1-2H3;2H,1H3",2_1
"InChI=1S/C5H11O/c1-5(2)3-4-6/h5H,3-4H2,1-2H3",2,"InChI=1S/C4H9.CH2O/c1-4(2)3;1-2/h4H,1H2,2-3H3;1H2",2_1
"InChI=1S/C5H10O.HO/c1-2-5-3-6-4-5;/h5H,2-4H2,1H3;1H",1_2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5-6H,2-4H2,1H3",2
"InChI=1S/C5H10O.HO/c1-3-5(2)4-6-5;/h3-4H2,1-2H3;1H",1_2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h6H,3-4H2,1-2H3",2
"InChI=1S/C5H10O.HO/c1-4-3-6-5(4)2;/h4-5H,3H2,1-2H3;1H",1_2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h3,5-6H,4H2,1-2H3",2
"InChI=1S/C5H10O.HO/c1-5-2-3-6-4-5;/h5H,2-4H2,1H3;1H",1_2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5-6H,1,3-4H2,2H3",2
"InChI=1S/C5H10O.HO/c1-3-5(2)4-6-5;/h3-4H2,1-2H3;1H",1_2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h6H,2,4H2,1,3H3",2
"InChI=1S/C5H10O.HO/c1-4-5(2,3)6-4;/h4H,1-3H3;1H",1_2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4,6H,1-3H3",2
"InChI=1S/C5H10O.HO/c1-5(2)3-4-6-5;/h3-4H2,1-2H3;1H",1_2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h6H,1,4H2,2-3H3",2
"InChI=1S/C5H10O.HO/c1-4-3-6-5(4)2;/h4-5H,3H2,1-2H3;1H",1_2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-6H,1H2,2-3H3",2
"InChI=1S/C5H10O.HO/c1-4-5(2,3)6-4;/h4H,1-3H3;1H",1_2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h5-6H,1-3H3",2
"InChI=1S/C5H10O.HO/c1-4(2)5-3-6-5;/h4-5H,3H2,1-2H3;1H",1_2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-6H,3H2,1-2H3",2
"InChI=1S/C5H10O.HO/c1-5-2-3-6-4-5;/h5H,2-4H2,1H3;1H",1_2,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5-6H,1,3-4H2,2H3",2
"InChI=1S/C5H10O.HO/c1-5(2)3-4-6-5;/h3-4H2,1-2H3;1H",1_2,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h6H,3-4H2,1-2H3",2
"InChI=1S/C5H10O.HO/c1-4(2)5-3-6-5;/h4-5H,3H2,1-2H3;1H",1_2,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h3,5-6H,4H2,1-2H3",2
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h2,4H2,1,3H3;1H",1_2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h6H,3-4H2,1-2H3",2
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h2,4H2,1,3H3;1H",1_2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h6H,2,4H2,1,3H3",2
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h4H,1-3H3;1H",1_2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4,6H,1-3H3",2
"InChI=1S/C5H10.HO2/c1-4-5(2)3;1-2/h4H,1-3H3;1H",1_2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h5-6H,1-3H3",2
